timestamp,head_direction,blink_flag,predicted_label
139.608,99,0,0
139.622,99,0,0
139.655,99,0,0
139.694,99,0,0
139.723,99,0,0
139.991,99,0,0
140.026,99,0,0
140.087,0,0,0
140.128,0,0,0
140.184,0,0,0
140.447,0,0,0
140.514,0,0,0
140.565,0,0,0
140.625,0,0,0
140.661,0,0,0
140.921,0,0,0
140.965,0,0,0
141.015,0,0,0
141.056,0,0,0
141.107,0,0,0
141.339,0,0,0
141.381,0,0,0
141.424,0,0,0
141.466,0,0,0
141.51,0,0,0
141.74,0,0,0
141.776,0,0,0
141.826,0,0,0
141.856,0,0,0
141.897,0,0,0
142.142,0,0,0
142.225,0,0,0
142.261,0,0,0
142.307,0,0,0
142.345,0,0,0
142.616,0,0,0
144.0,0,0,0
144.023,0,0,0
144.075,0,0,0
144.114,0,0,0
144.379,0,0,0
144.409,0,0,0
144.443,0,0,0
144.485,0,0,0
144.526,0,0,0
144.745,0,0,0
144.776,0,0,0
144.832,0,0,0
144.892,0,0,0
144.936,0,0,0
145.161,0,0,0
145.207,0,0,0
145.243,0,0,0
145.287,0,0,0
145.33,0,0,0
145.566,0,0,0
145.612,0,0,0
145.654,0,0,0
145.698,0,0,0
145.743,0,0,0
145.963,0,0,0
146.01,0,0,0
146.067,0,0,0
146.112,0,0,0
146.151,0,0,0
146.372,0,0,0
146.409,0,0,0
146.453,0,0,0
146.536,0,0,0
146.571,0,0,0
146.811,0,0,0
146.853,0,0,0
146.904,0,0,0
146.949,0,0,0
146.981,0,0,0
147.207,0,0,0
147.253,0,0,0
147.295,0,0,0
147.327,0,0,0
147.367,0,0,0
147.595,0,0,0
147.643,0,0,0
149.013,0,0,0
149.045,0,0,0
149.08,0,0,0
149.321,0,0,0
149.499,0,0,0
149.612,0,0,0
149.644,0,0,0
149.676,0,0,0
149.902,0,0,0
149.947,0,0,0
149.989,0,0,0
150.039,0,0,0
150.086,0,0,0
150.32,0,0,0
150.594,0,0,0
150.645,0,0,0
150.669,0,0,0
150.699,0,0,0
150.931,0,0,0
150.972,0,0,0
151.012,0,0,0
151.053,0,0,0
151.096,0,0,0
151.327,0,0,0
151.375,0,0,0
151.477,0,0,0
151.532,0,0,0
151.566,0,0,0
151.831,0,0,0
151.899,0,0,0
151.941,0,0,0
151.98,0,0,0
152.02,0,0,0
152.234,0,0,0
152.273,0,0,0
152.315,0,0,0
152.36,0,0,0
152.405,0,0,0
152.628,0,0,0
152.667,0,0,0
154.016,99,0,0
154.031,99,0,0
154.051,99,0,0
154.305,99,0,0
154.32,99,0,0
154.362,0,0,0
154.407,0,0,0
154.451,0,0,0
154.685,0,0,0
154.726,0,0,0
154.77,0,0,0
154.812,0,0,0
154.859,0,0,0
155.086,0,0,0
155.128,0,1,0
155.173,0,0,0
155.223,0,0,0
155.269,0,0,0
155.483,0,0,0
155.522,0,0,0
155.569,-1,1,0
155.614,-1,0,0
155.656,-1,0,0
155.879,-1,0,0
155.928,-1,0,0
155.971,-1,0,0
156.003,-1,1,0
156.061,-1,0,0
156.281,-1,0,0
156.301,99,0,0
156.32,99,0,0
156.373,99,0,0
156.393,99,0,0
156.622,99,0,0
156.632,99,0,0
156.653,99,0,0
156.677,99,0,0
156.704,99,0,0
156.94,0,0,0
156.96,99,0,0
156.986,99,0,0
157.011,99,0,0
157.046,99,0,0
157.256,99,0,0
157.274,99,0,0
157.303,99,0,0
157.319,99,0,0
157.344,99,0,0
157.556,99,0,0
157.577,99,0,0
157.602,99,0,0
157.703,99,0,0
158.987,99,0,0
159.183,99,0,0
159.2,99,0,0
159.215,99,0,0
159.23,99,0,0
159.253,99,0,0
159.434,99,0,0
159.454,99,0,0
159.503,0,0,0
159.54,0,0,0
159.569,0,1,0
159.77,0,0,0
159.816,0,0,0
159.863,0,0,0
159.905,0,0,0
159.945,0,0,0
160.161,0,0,0
160.208,0,1,0
160.241,0,0,0
160.284,0,0,0
160.32,0,0,0
160.548,0,0,0
160.595,0,0,0
160.644,0,0,0
160.685,0,0,0
160.731,0,0,0
160.953,0,0,0
161.003,0,0,0
161.048,0,0,0
161.094,0,0,0
161.152,0,0,0
161.361,0,0,0
161.41,0,0,0
161.456,0,0,0
161.499,0,0,0
161.545,0,0,0
161.778,0,0,0
161.822,0,0,0
161.864,0,0,0
161.907,0,0,0
161.949,0,0,0
162.166,0,0,0
162.209,0,0,0
162.254,0,0,0
162.3,0,0,0
162.358,0,0,0
162.578,0,0,0
162.623,0,1,0
162.683,0,0,0
162.727,0,0,0
