timestamp,head_direction,blink_flag,predicted_label
14.823,0,0,0
14.867,0,0,0
14.908,0,0,0
15.207,0,0,0
15.264,0,0,0
15.321,0,0,0
15.37,0,0,0
15.419,0,0,0
17.307,0,0,0
17.351,0,0,0
17.39,0,0,0
17.431,0,0,0
17.476,0,0,0
17.744,0,0,0
17.778,0,0,0
17.827,0,0,0
17.865,0,0,0
17.898,0,0,0
18.139,0,0,0
18.19,0,0,0
18.243,0,0,0
18.298,0,0,0
18.344,0,0,0
18.65,0,0,0
18.69,0,0,0
18.739,0,0,0
18.778,0,0,0
18.828,0,0,0
19.096,0,0,0
19.144,0,0,0
19.192,0,0,0
19.246,0,0,0
19.294,0,0,0
19.543,0,0,0
19.589,0,0,0
19.628,0,0,0
19.678,0,0,0
19.724,0,0,0
19.974,0,0,0
20.021,0,0,0
20.071,0,0,0
20.12,0,0,0
20.174,0,0,0
20.422,0,0,0
21.908,0,0,0
21.946,0,0,0
21.976,0,0,0
22.019,0,0,0
22.267,0,0,0
22.326,0,0,0
22.382,0,0,0
22.414,0,0,0
22.457,0,0,0
22.684,0,0,0
22.72,0,0,0
22.771,0,0,0
22.807,0,0,0
22.842,0,0,0
23.083,0,0,0
23.14,0,0,0
23.183,0,0,0
23.219,0,0,0
23.256,0,0,0
23.497,0,0,0
23.538,0,0,0
23.589,0,0,0
23.639,0,0,0
23.675,0,0,0
23.899,0,0,0
23.946,0,0,0
23.993,-1,0,0
24.041,-1,0,0
24.077,-1,0,0
24.305,-1,0,0
24.353,-1,0,0
24.388,-1,0,0
24.435,-1,0,0
24.47,-1,0,0
24.701,-1,0,0
24.751,-1,0,0
24.801,-1,0,0
24.846,-1,0,0
24.889,-1,0,0
25.105,-1,0,0
25.138,-1,0,0
25.19,-1,0,0
25.238,-1,0,0
25.276,-1,0,0
25.505,-1,0,0
26.953,1,0,0
26.979,1,0,0
27.014,1,0,0
27.049,1,0,0
27.247,1,0,0
27.298,1,0,0
27.333,1,0,0
27.39,0,0,0
27.431,0,0,0
27.625,1,0,0
27.668,1,0,0
27.721,1,0,0
27.76,1,0,0
27.801,1,0,0
28.01,1,0,0
28.058,1,0,0
28.094,1,0,0
28.137,1,0,0
28.179,1,0,0
28.395,1,0,0
28.441,1,0,0
28.459,99,0,0
28.482,99,0,0
28.51,99,0,0
28.71,99,0,0
28.727,99,0,0
28.74,99,0,0
28.754,99,0,0
28.771,99,0,0
28.987,99,0,0
29.006,99,0,0
29.022,99,0,0
29.041,99,0,0
29.059,99,0,0
29.267,99,0,0
29.283,99,0,0
29.303,99,0,0
29.32,99,0,0
29.337,99,0,0
29.536,99,0,0
29.555,99,0,0
29.569,99,0,0
29.649,99,0,0
29.665,99,0,0
29.909,99,0,0
29.924,99,0,0
29.968,99,0,0
29.984,99,0,0
30.1,99,0,0
30.295,99,0,0
30.347,0,1,0
30.389,0,0,0
30.422,0,0,0
30.462,0,0,0
30.682,0,0,0
32.065,-1,0,0
32.114,-1,0,0
32.144,-1,0,0
32.174,-1,0,0
32.447,-1,0,0
32.489,-1,0,0
32.527,-1,0,0
32.567,-1,0,0
32.604,-1,0,0
32.832,-1,0,0
32.879,-1,0,0
32.921,-1,0,0
32.963,-1,0,0
33.003,-1,1,0
33.227,-1,0,0
33.247,99,0,0
33.263,99,0,0
33.276,99,0,0
33.287,99,0,0
33.493,99,0,0
33.51,99,0,0
