timestamp,head_direction,blink_flag
23.368,0,0
23.403,0,0
23.427,0,0
23.459,0,1
23.489,0,0
23.529,0,0
23.562,0,0
23.602,0,0
23.622,0,0
23.665,0,1
23.682,0,0
23.726,0,0
23.747,0,0
23.811,1,0
23.833,1,0
23.864,1,1
23.904,1,0
23.937,1,0
23.96,1,0
23.999,1,0
24.034,1,0
24.065,1,1
24.154,0,0
24.202,1,0
24.229,0,0
24.269,0,0
24.285,0,0
24.33,1,1
24.397,1,0
24.413,1,0
24.47,1,0
24.497,1,0
24.525,1,0
24.562,1,0
24.599,1,0
24.628,1,1
24.662,1,0
24.686,1,0
24.717,1,0
24.733,1,0
24.809,1,0
24.829,1,1
24.861,1,0
24.877,1,0
24.894,1,0
24.943,1,0
24.976,1,0
25.016,0,1
25.044,0,0
25.069,0,0
25.108,0,0
25.181,0,0
25.199,99,0
25.212,99,0
25.254,99,0
25.263,99,0
25.282,99,0
25.339,99,0
25.353,99,0
25.399,99,0
25.409,99,0
25.485,0,0
25.533,0,1
25.549,0,0
25.597,0,0
25.613,0,0
25.673,0,0
25.693,0,0
25.71,0,1
25.737,1,0
25.764,1,0
25.799,99,0
25.817,99,0
25.881,0,0
25.901,0,0
25.931,0,0
25.998,99,0
26.018,99,0
26.029,99,0
26.079,0,1
26.109,0,0
26.147,0,0
26.177,0,0
26.203,0,0
26.219,0,0
26.282,0,1
26.301,0,0
26.33,0,0
26.397,0,0
26.452,0,0
26.537,0,0
26.558,0,1
26.603,0,0
26.633,0,0
26.671,0,0
26.704,0,0
26.734,0,0
26.809,0,0
26.829,0,0
26.848,0,0
26.867,0,0
26.889,0,0
26.959,0,0
26.991,0,0
27.012,0,0
27.049,0,0
27.07,0,0
27.115,0,0
27.145,0,1
27.184,0,0
27.214,0,0
27.249,0,0
27.326,0,0
27.385,0,0
27.417,0,1
27.469,0,0
27.497,0,0
27.537,0,0
27.573,0,0
27.618,0,0
27.657,0,1
27.678,0,0
27.721,0,0
27.744,0,0
27.778,0,0
27.81,0,0
27.844,0,1
27.878,0,0
27.918,0,0
27.952,0,0
27.985,0,0
28.021,0,0
28.049,0,0
28.083,0,1
28.119,0,0
28.142,0,0
28.19,0,0
28.206,0,0
28.222,0,0
28.277,0,0
28.318,0,0
28.352,0,0
28.394,0,0
28.415,0,0
28.446,0,0
28.494,0,0
28.528,0,0
28.56,0,0
28.596,0,0
28.627,0,0
28.656,0,0
28.683,0,0
28.724,0,0
28.761,0,0
28.782,0,0
28.814,0,0
28.855,0,0
28.882,0,0
28.904,0,0
28.944,0,0
28.974,0,0
29.018,0,0
29.045,0,0
29.09,0,1
29.135,0,0
29.166,0,0
29.202,0,0
29.266,0,0
29.285,0,0
29.311,0,1
29.326,0,0
29.342,0,0
29.358,0,0
29.408,0,0
29.434,0,0
29.502,0,1
29.518,0,0
29.566,0,0
29.594,0,0
29.63,0,0
29.646,0,0
29.68,0,0
29.716,0,0
29.75,0,0
29.775,0,1
29.802,0,0
29.822,0,0
29.898,0,0
29.92,0,0
29.954,0,0
29.978,0,1
30.014,0,0
30.05,0,0
30.078,0,0
30.111,0,0
30.154,0,0
30.19,0,1
30.225,0,0
30.255,0,0
30.298,0,0
30.325,0,0
30.41,0,0
30.438,0,0
30.472,0,0
30.506,0,0
30.544,0,1
30.633,0,0
30.667,0,0
30.691,0,0
30.71,0,0
30.744,0,0
30.776,0,0
30.807,0,0
30.827,0,0
30.882,0,0
30.897,0,0
30.932,0,0
30.956,0,0
31.037,0,0
31.057,0,0
31.079,0,0
31.103,0,0
31.142,0,0
31.159,0,0
31.218,0,0
31.25,0,0
31.279,0,1
31.297,0,0
31.427,0,0
31.462,0,0
31.487,0,0
31.561,0,0
31.589,0,1
31.62,0,0
31.65,0,0
31.679,0,0
31.697,0,0
31.763,0,0
31.782,0,0
31.828,0,0
31.851,0,0
31.89,0,1
31.914,0,0
31.978,0,0
32.004,0,0
32.039,0,0
32.066,0,0
32.099,0,0
32.139,0,0
32.18,0,1
32.213,0,0
32.272,0,0
32.309,0,0
32.34,0,0
32.379,0,0
32.402,0,1
32.421,0,0
32.448,0,0
32.479,0,0
32.516,0,0
32.539,0,0
32.566,0,0
32.608,0,0
32.644,0,1
32.679,0,0
32.708,0,0
32.732,0,0
32.766,0,0
32.799,0,0
32.82,0,1
32.863,0,0
32.896,0,0
32.904,0,0
32.966,0,0
32.996,0,0
33.026,0,1
33.061,0,0
33.093,0,0
33.138,0,0
33.156,0,0
33.18,0,0
33.239,0,0
33.268,0,0
33.368,0,1
33.396,0,0
33.423,0,0
33.439,0,0
33.466,0,0
33.48,0,0
33.495,0,1
33.514,0,0
33.54,0,0
33.566,0,0
33.645,0,0
33.668,0,0
33.684,0,1
33.704,0,0
33.768,0,0
33.794,0,0
33.829,0,0
33.851,0,0
33.886,0,0
33.903,0,0
33.956,0,0
33.981,0,0
34.021,0,0
34.066,0,1
34.092,0,0
34.104,0,0
34.17,0,0
34.196,0,0
34.249,0,0
34.273,0,1
34.312,0,0
34.332,0,0
34.36,0,0
34.393,0,0
34.436,0,0
34.475,0,1
34.512,0,0
34.548,0,0
34.573,0,0
34.611,0,0
34.644,0,0
34.711,0,1
34.783,-1,0
34.844,-1,0
34.865,-1,0
34.891,-1,0
34.915,-1,0
34.958,-1,1
34.988,-1,0
35.022,-1,0
35.061,-1,0
35.09,-1,0
35.121,-1,0
35.152,-1,0
35.188,-1,0
35.227,-1,0
35.252,-1,0
35.294,-1,0
35.331,-1,0
35.351,-1,0
35.38,-1,0
35.42,-1,0
35.432,-1,0
35.456,-1,0
35.514,-1,1
35.555,-1,0
35.572,-1,0
35.639,-1,0
35.672,-1,0
35.701,-1,0
35.726,-1,1
35.766,-1,0
35.785,-1,0
35.828,-1,0
35.849,-1,0
35.879,-1,0
35.897,-1,1
35.921,-1,0
35.971,-1,0
36.044,0,0
36.067,0,0
36.086,0,0
36.111,0,1
36.163,0,0
36.193,0,0
36.243,0,0
36.266,0,0
36.292,0,0
36.333,0,1
36.375,0,0
36.403,0,0
36.434,0,0
36.455,0,0
36.499,0,0
36.517,0,1
36.553,0,0
36.586,0,0
36.618,0,0
36.653,0,0
36.688,0,0
36.72,0,1
36.755,0,0
36.786,0,0
36.845,0,0
36.88,0,0
36.912,0,0
36.931,0,1
36.949,0,0
36.976,0,0
36.995,0,0
37.037,0,0
37.07,0,0
37.097,0,0
37.117,0,0
37.171,0,0
37.245,0,0
37.267,0,0
37.297,0,0
37.315,0,0
37.342,0,0
37.375,0,0
37.457,0,0
37.489,0,0
37.531,0,0
37.557,0,0
37.589,0,0
37.622,0,1
37.653,0,0
37.681,0,0
37.721,0,0
37.757,0,0
37.781,0,0
37.802,0,0
37.821,0,0
37.838,0,0
37.856,0,0
37.909,0,1
37.936,0,0
37.973,0,0
38.043,0,0
38.069,0,0
38.097,0,0
38.133,0,1
38.168,0,0
38.197,0,0
38.238,0,0
38.263,0,0
38.294,0,0
38.315,0,1
38.343,0,0
38.381,0,0
38.431,0,0
38.453,0,0
38.492,0,0
38.517,0,0
38.541,0,1
38.578,0,0
38.612,0,0
38.645,0,0
38.679,0,0
38.71,0,0
38.745,0,0
38.778,0,1
38.835,0,0
38.861,0,0
38.903,0,0
38.938,0,0
38.97,0,0
39.004,0,1
39.05,0,0
39.07,0,0
39.11,0,0
39.131,0,0
39.17,0,0
39.2,0,0
39.231,0,0
39.263,0,0
39.297,0,0
39.326,0,0
39.366,0,1
39.412,0,0
39.454,0,0
39.502,0,0
39.54,0,0
39.566,0,0
39.586,0,0
39.601,0,1
39.636,0,0
39.656,0,0
39.679,0,0
